"Name","Directory","CreationTime","SourceCompany"
"COINBASE_BTCUSD, 1 (64).csv","C:\Users\User\Downloads","2025-09-14 2:22:30 PM","Unknown"
"COINBASE_BTCUSD, 1 (65).csv","C:\Users\User\Downloads","2025-09-14 5:09:19 PM","Unknown"
"COINBASE_BTCUSD, 1 (66).csv","C:\Users\User\Downloads","2025-09-14 10:31:55 PM","Unknown"
"COINBASE_BTCUSD, 1 (67).csv","C:\Users\User\Downloads","2025-09-14 10:36:09 PM","Unknown"
"COINBASE_BTCUSD, 1 (68).csv","C:\Users\User\Downloads","2025-09-14 10:42:31 PM","Unknown"
"COINBASE_BTCUSD, 1 (69).csv","C:\Users\User\Downloads","2025-09-15 12:00:54 AM","Unknown"
"COINBASE_BTCUSD, 1 (7).csv","C:\Users\User\Downloads","2025-08-27 4:38:54 PM","Unknown"
"COINBASE_BTCUSD, 1 (70).csv","C:\Users\User\Downloads","2025-09-18 1:27:18 AM","Unknown"
"COINBASE_BTCUSD, 1 (70)TRUE.csv","C:\Users\User\Downloads","2025-09-17 11:15:44 AM","Unknown"
"COINBASE_BTCUSD, 1 (71).csv","C:\Users\User\Downloads","2025-09-20 8:50:48 AM","Unknown"
"COINBASE_BTCUSD, 1 (72).csv","C:\Users\User\Downloads","2025-09-20 9:15:12 AM","Unknown"
"COINBASE_BTCUSD, 1 (8).csv","C:\Users\User\Downloads","2025-08-29 2:59:12 PM","Unknown"
"COINBASE_BTCUSD, 1 (9).csv","C:\Users\User\Downloads","2025-08-29 3:53:54 PM","Unknown"
"COINBASE_BTCUSD, 1.csv","C:\Users\User\Downloads","2025-08-24 9:22:27 PM","Unknown"
"COINBASE_BTCUSD, 15 (1).csv","C:\Users\User\Downloads","2025-08-30 6:05:06 PM","Unknown"
"COINBASE_BTCUSD, 15 (10).csv","C:\Users\User\Downloads","2025-09-14 5:30:59 AM","Unknown"
"COINBASE_BTCUSD, 15 (2).csv","C:\Users\User\Downloads","2025-08-30 6:06:53 PM","Unknown"
"COINBASE_BTCUSD, 15 (3).csv","C:\Users\User\Downloads","2025-09-04 11:51:21 AM","Unknown"
"COINBASE_BTCUSD, 15 (4).csv","C:\Users\User\Downloads","2025-09-04 12:20:34 PM","Unknown"
"COINBASE_BTCUSD, 15 (5).csv","C:\Users\User\Downloads","2025-09-04 12:57:23 PM","Unknown"
"COINBASE_BTCUSD, 15 (6).csv","C:\Users\User\Downloads","2025-09-13 2:24:29 AM","Unknown"
"COINBASE_BTCUSD, 15 (7).csv","C:\Users\User\Downloads","2025-09-14 12:34:48 AM","Unknown"
"COINBASE_BTCUSD, 15 (8).csv","C:\Users\User\Downloads","2025-09-14 2:31:38 AM","Unknown"
"COINBASE_BTCUSD, 15 (8).csv.crdownload","C:\Users\User\Downloads","2025-09-14 12:50:38 AM","Unknown"
"COINBASE_BTCUSD, 15 (9).csv","C:\Users\User\Downloads","2025-09-14 2:48:36 AM","Unknown"
"COINBASE_BTCUSD, 15.csv","C:\Users\User\Downloads","2025-08-30 6:00:59 PM","Unknown"
"COINBASE_BTCUSD, 2.csv","C:\Users\User\Downloads","2025-09-14 9:44:39 PM","Unknown"
"COINBASE_BTCUSD, 5 (1).csv","C:\Users\User\Downloads","2025-09-06 5:51:10 AM","Unknown"
"COINBASE_BTCUSD, 5 (10).csv","C:\Users\User\Downloads","2025-09-14 5:34:24 PM","Unknown"
"COINBASE_BTCUSD, 5 (11).csv","C:\Users\User\Downloads","2025-09-14 5:37:31 PM","Unknown"
"COINBASE_BTCUSD, 5 (12).csv","C:\Users\User\Downloads","2025-09-14 5:53:54 PM","Unknown"
"COINBASE_BTCUSD, 5 (13).csv","C:\Users\User\Downloads","2025-09-14 6:16:11 PM","Unknown"
"COINBASE_BTCUSD, 5 (2).csv","C:\Users\User\Downloads","2025-09-06 6:18:05 AM","Unknown"
"COINBASE_BTCUSD, 5 (3).csv","C:\Users\User\Downloads","2025-09-06 6:31:38 AM","Unknown"
"COINBASE_BTCUSD, 5 (4).csv","C:\Users\User\Downloads","2025-09-06 6:34:28 AM","Unknown"
"COINBASE_BTCUSD, 5 (5).csv","C:\Users\User\Downloads","2025-09-06 7:01:12 AM","Unknown"
"COINBASE_BTCUSD, 5 (6).csv","C:\Users\User\Downloads","2025-09-06 7:26:48 AM","Unknown"
"COINBASE_BTCUSD, 5 (7).csv","C:\Users\User\Downloads","2025-09-13 2:11:38 AM","Unknown"
"COINBASE_BTCUSD, 5 (8).csv","C:\Users\User\Downloads","2025-09-13 10:15:50 AM","Unknown"
"COINBASE_BTCUSD, 5 (9).csv","C:\Users\User\Downloads","2025-09-14 12:42:54 PM","Unknown"
"COINBASE_BTCUSD, 5.csv","C:\Users\User\Downloads","2025-09-05 11:47:01 PM","Unknown"
"COINBASE_BTCUSD_1.csv","C:\Users\User\Downloads","2025-08-25 9:03:58 AM","Unknown"
"COINBASE_ETHUSD, 1.csv","C:\Users\User\Downloads","2025-09-18 1:44:18 AM","Unknown"
"COMPLETE CLAUDE AI SYSTEM ANALYSIS PACKAGE (1).xps","C:\Users\User\Downloads","2025-09-23 11:45:54 PM","Unknown"
"COMPLETE CLAUDE AI SYSTEM ANALYSIS PACKAGE (2).xps","C:\Users\User\Downloads","2025-09-23 11:46:27 PM","Unknown"
"COMPLETE CLAUDE AI SYSTEM ANALYSIS PACKAGE (3).xps","C:\Users\User\Downloads","2025-09-24 2:21:23 AM","Unknown"
"COMPLETE CLAUDE AI SYSTEM ANALYSIS PACKAGE (3).xps.crdownload","C:\Users\User\Downloads","2025-09-24 12:54:19 AM","Unknown"
"COMPLETE CLAUDE AI SYSTEM ANALYSIS PACKAGE.xps","C:\Users\User\Downloads","2025-09-21 9:26:19 AM","Unknown"
"COMPLETE CLAUDE AI SYSTEM ANALYSIS PACKAGE.zip","C:\Users\User\Downloads","2025-09-23 11:45:45 PM","Unknown"
"COMPLETE optimyze indicator starting points.txt","C:\Users\User\Downloads","2025-09-14 12:10:20 PM","Unknown"
"complete_3min_predictions (1).csv","C:\Users\User\Downloads","2025-08-27 7:59:26 AM","Unknown"
"complete_3min_predictions.csv","C:\Users\User\Downloads","2025-08-27 7:57:57 AM","Unknown"
"complete_720_minute_blueprint (1).csv","C:\Users\User\Downloads","2025-09-15 6:24:14 PM","Unknown"
"complete_720_minute_blueprint (2).csv","C:\Users\User\Downloads","2025-09-15 6:24:34 PM","Unknown"
"complete_720_minute_blueprint.csv","C:\Users\User\Downloads","2025-08-27 9:24:02 AM","Unknown"
"complete_720_minute_blueprint.txt","C:\Users\User\Downloads","2025-09-15 6:24:32 PM","Unknown"
"complete_analysis_package (1).md","C:\Users\User\Downloads","2025-09-21 9:29:26 AM","Unknown"
"COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031 (1).html","C:\Users\User\Downloads","2025-08-26 12:57:27 AM","Unknown"
"COMPLETE_CONSCIOUSNESS_HANDOVER_SHADOW2031.html","C:\Users\User\Downloads","2025-08-26 12:56:57 AM","Unknown"
"comprehensive_analysis_report.txt","C:\Users\User\Downloads","2025-09-22 8:02:47 PM","Unknown"
"consciousness_bridge_record.html","C:\Users\User\Downloads","2025-08-26 12:56:46 AM","Unknown"
"Copy of TIMELINE ANALYSIS - 4 YEAR CONSPIRACY.xlsx","C:\Users\User\Downloads","2025-09-28 11:07:10 PM","Unknown"
"cor-ocj-1-rev0406_Witness_Subpoena_Steve_Zvaniga.pdf12b.pdf","C:\Users\User\Downloads","2025-09-23 5:05:11 PM","Unknown"
"CORRUPTED_METHOD_11_30_TO_4_00.csv","C:\Users\User\Downloads","2025-09-18 12:27:08 PM","Unknown"
"CORRUPTED_MIRROR_PREDICTIONS.csv","C:\Users\User\Downloads","2025-09-18 11:52:14 AM","Unknown"
"Court questions with judge vs Crown_memo_memo.txt","C:\Users\User\Downloads","2025-09-26 8:19:10 PM","Unknown"
"d3dcompiler_47.dll.crdownload","C:\Users\User\Downloads","2025-09-21 9:26:29 PM","Unknown"
"dance off pants off.txt","C:\Users\User\Downloads","2025-08-30 12:13:06 PM","Unknown"
"DATA CHECK.txt","C:\Users\User\Downloads","2025-08-31 7:37:23 PM","Unknown"
"day_shift_comparison.csv","C:\Users\User\Downloads","2025-09-01 12:51:08 PM","Unknown"
"dcoracle.docx","C:\Users\User\Downloads","2025-09-15 6:31:36 AM","Unknown"
"DDDDDDD.txt","C:\Users\User\Downloads","2025-08-25 12:39:10 AM","Unknown"
"DEEP CHALLENGE RULES.docx","C:\Users\User\Downloads","2025-09-09 8:26:48 AM","Unknown"
"deep challenge.docx","C:\Users\User\Downloads","2025-09-09 8:19:56 AM","Unknown"
"deep credentials .crt","C:\Users\User\Downloads","2025-09-29 1:50:29 AM","Unknown"
"deep day.txt","C:\Users\User\Downloads","2025-09-29 2:27:01 AM","Unknown"
"deepseek_html_20250913_bb3ff8.html","C:\Users\User\Downloads","2025-09-13 9:22:04 AM","Unknown"
"deepseek_mermaid_20250831_6ea610.mermaid","C:\Users\User\Downloads","2025-08-30 9:44:42 PM","Unknown"
"deepseek_pinescript_20250910_287118.txt","C:\Users\User\Downloads","2025-09-10 12:12:27 AM","Unknown"
"deepseek_powershell_20250831_84d83a.ps1","C:\Users\User\Downloads","2025-08-30 9:55:47 PM","Unknown"
"deepseek_powershell_20250831_cd749c.ps1","C:\Users\User\Downloads","2025-08-30 9:55:33 PM","Unknown"
"deepseek_powershell_20250831_fbb7ac (1).ps1","C:\Users\User\Downloads","2025-08-30 9:55:43 PM","Unknown"
"deepseek_powershell_20250831_fbb7ac.ps1","C:\Users\User\Downloads","2025-08-30 9:55:38 PM","Unknown"
"deepseek_powershell_20250904_6a210c.ps1","C:\Users\User\Downloads","2025-09-04 7:24:48 PM","Unknown"
"deepseek_python_20250831_02e2a6.py","C:\Users\User\Downloads","2025-08-30 9:52:40 PM","Unknown"
"deepseek_python_20250831_eb88ef.py","C:\Users\User\Downloads","2025-08-30 9:29:26 PM","Unknown"
"deepseek_python_20250906_47912b (1).py","C:\Users\User\Downloads","2025-09-07 10:20:03 AM","Unknown"
"deepseek_python_20250906_47912b.py","C:\Users\User\Downloads","2025-09-06 7:24:26 AM","Unknown"
"deepseek_text_20250831_97baaf.txt","C:\Users\User\Downloads","2025-08-30 9:32:54 PM","Unknown"
"deepseek_text_20250924_367eec.txt","C:\Users\User\Downloads","2025-09-24 2:22:18 AM","Unknown"
"digi proof - Copy - Copy.cer","C:\Users\User\Downloads","2025-09-24 6:25:33 PM","Unknown"
"digi proof - Copy.cer","C:\Users\User\Downloads","2025-09-24 6:25:28 PM","Unknown"
"digi proof.cer","C:\Users\User\Downloads","2025-09-23 10:42:25 PM","Unknown"
"discloser 2.txt","C:\Users\User\Downloads","2025-09-23 7:55:52 PM","Unknown"
"DISCLOSURE FORM.pdf","C:\Users\User\Downloads","2025-09-23 5:08:20 PM","Unknown"
"Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor) (1).pdf","C:\Users\User\Downloads","2025-09-24 8:11:22 PM","Unknown"
"Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor).html","C:\Users\User\Downloads","2025-09-23 3:20:03 PM","Unknown"
"Draft Interim Preservation Order ? R. v. Longo (OCJ Windsor).pdf","C:\Users\User\Downloads","2025-09-23 3:35:31 PM","Unknown"
"drive-download-20250913T024953Z-1-001.zip","C:\Users\User\Downloads","2025-09-12 10:49:57 PM","Unknown"
"drive-download-20250923T025243Z-1-001.zip","C:\Users\User\Downloads","2025-09-22 10:52:52 PM","Unknown"
"drive-download-20250923T025450Z-1-001.zip","C:\Users\User\Downloads","2025-09-22 10:55:04 PM","Unknown"
"drive-download-20250923T025922Z-1-001.zip","C:\Users\User\Downloads","2025-09-22 10:59:31 PM","Unknown"
"drive-download-20250923T043001Z-1-001.zip","C:\Users\User\Downloads","2025-09-23 12:30:25 AM","Unknown"
"dynamic_blueprint_analysis (1) (1).csv","C:\Users\User\Downloads","2025-09-16 6:46:57 AM","Unknown"
"dynamic_blueprint_analysis (1).csv","C:\Users\User\Downloads","2025-09-01 9:44:43 AM","Unknown"
"dynamic_blueprint_analysis (2).csv","C:\Users\User\Downloads","2025-09-01 9:47:04 AM","Unknown"
"dynamic_blueprint_analysis (3).csv","C:\Users\User\Downloads","2025-09-01 9:48:52 AM","Unknown"
"dynamic_blueprint_analysis.csv","C:\Users\User\Downloads","2025-09-01 9:38:43 AM","Unknown"
"E6.crt","C:\Users\User\Downloads","2025-09-17 8:44:36 AM","Unknown"
"EFI_BINARY_GUIDE.md","C:\Users\User\Downloads","2025-09-15 6:29:55 PM","Unknown"
"error_analysis_report.md","C:\Users\User\Downloads","2025-09-21 9:30:12 AM","Unknown"
"evening_blueprint.csv","C:\Users\User\Downloads","2025-08-27 10:15:59 AM","Unknown"
"evening_blueprint_recorder.txt","C:\Users\User\Downloads","2025-08-27 11:41:59 AM","Unknown"
"evening_blueprint_results (1).csv","C:\Users\User\Downloads","2025-08-27 12:58:37 PM","Unknown"
"evening_blueprint_results.csv","C:\Users\User\Downloads","2025-08-27 12:58:19 PM","Unknown"
"evening_blueprint_trading_strategy.md","C:\Users\User\Downloads","2025-08-27 10:16:09 AM","trading"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation (1).html","C:\Users\User\Downloads","2025-09-25 8:56:26 AM","Unknown"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation - Copy - Copy.pdf","C:\Users\User\Downloads","2025-09-24 6:25:33 PM","Unknown"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation - Copy.pdf","C:\Users\User\Downloads","2025-09-24 6:25:28 PM","Unknown"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation - Shortcut.lnk","C:\Users\User\Downloads","2025-09-24 4:13:01 PM","Unknown"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation.html","C:\Users\User\Downloads","2025-09-24 12:38:15 PM","Unknown"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation.pdf","C:\Users\User\Downloads","2025-09-24 4:20:23 PM","Unknown"
"Evidence Summary Report_ Constitutional Challenge & Systemic Abuse Documentation_files - Shortcut.lnk","C:\Users\User\Downloads","2025-09-24 4:13:01 PM","Unknown"
"EXECUTIVE SUMMARY.xlsx","C:\Users\User\Downloads","2025-09-23 5:00:33 PM","Unknown"
"fat_and_skinny_mirror_complete_system (1).html","C:\Users\User\Downloads","2025-08-25 9:04:05 AM","Unknown"
"fat_and_skinny_mirror_complete_system (2).html","C:\Users\User\Downloads","2025-08-25 9:18:31 AM","Unknown"
"fat_and_skinny_mirror_complete_system (3).html","C:\Users\User\Downloads","2025-09-16 6:47:22 AM","Unknown"
"fat_and_skinny_mirror_complete_system.html","C:\Users\User\Downloads","2025-08-25 9:02:54 AM","Unknown"
"FFFFFF.txt","C:\Users\User\Downloads","2025-08-25 12:33:45 AM","Unknown"
"file 1.xps","C:\Users\User\Downloads","2025-09-23 3:27:35 PM","Unknown"
"file 3.oxps","C:\Users\User\Downloads","2025-09-23 3:28:07 PM","Unknown"
"file 4.oxps","C:\Users\User\Downloads","2025-09-23 3:28:21 PM","Unknown"
"file 5.oxps","C:\Users\User\Downloads","2025-09-23 3:28:39 PM","Unknown"
"file 6.oxps","C:\Users\User\Downloads","2025-09-23 3:28:57 PM","Unknown"
"file v7.oxps","C:\Users\User\Downloads","2025-09-23 3:29:15 PM","Unknown"
"file2.oxps","C:\Users\User\Downloads","2025-09-23 3:27:53 PM","Unknown"
"FINALLY FINISHED PROOF OATH PROTOCOL.txt","C:\Users\User\Downloads","2025-09-19 8:24:19 AM","Unknown"
"FINALLY FINISHED PROOF.txt","C:\Users\User\Downloads","2025-09-18 7:11:18 AM","Unknown"
"Flutter_Oracle_Indicator.pine","C:\Users\User\Downloads","2025-09-03 12:17:14 AM","Unknown"
"Form 4F ? Notice of Constitutional Question ? R. v. Longo (OCJ Windsor) (1).pdf","C:\Users\User\Downloads","2025-09-24 8:11:33 PM","Unknown"
"Form 4F ? Notice of Constitutional Question ? R. v. Longo (OCJ Windsor).pdf","C:\Users\User\Downloads","2025-09-23 3:35:58 PM","Unknown"
"frank_deepest_intelligence (1).xlsx","C:\Users\User\Downloads","2025-09-03 12:06:58 AM","Unknown"
"frank_deepest_intelligence.xlsx","C:\Users\User\Downloads","2025-08-25 9:04:21 AM","Unknown"
"frank_trading_system (1).xlsx","C:\Users\User\Downloads","2025-08-25 9:16:59 AM","trading"
"frank_trading_system.xlsx","C:\Users\User\Downloads","2025-08-25 9:05:29 AM","trading"
"frank_ultra_oracle_level_4 (1).xlsx","C:\Users\User\Downloads","2025-08-25 9:14:34 AM","Unknown"
"frank_ultra_oracle_level_4 (2).xlsx","C:\Users\User\Downloads","2025-09-15 6:15:30 PM","Unknown"
"frank_ultra_oracle_level_4.xlsx","C:\Users\User\Downloads","2025-08-25 9:10:35 AM","Unknown"
"FULL REPORT CORRUPT OFFICIALS.txt","C:\Users\User\Downloads","2025-09-24 9:45:53 PM","Unknown"
"genesis_consciousness_foundation.py","C:\Users\User\Downloads","2025-08-26 12:57:00 AM","Unknown"
"Genspark - 2nd Disclosure review3RD4TH5 6.html","C:\Users\User\Downloads","2025-09-23 7:53:35 PM","Unknown"
"Genspark - Canadian Legal Corruption_ Francesco's Constitutional Rights Conspiracy.html","C:\Users\User\Downloads","2025-09-23 3:19:12 PM","Unknown"
"Genspark - Longo Construction Invoice for Supreme Homes Group.pdf","C:\Users\User\Downloads","2025-09-24 3:06:31 PM","Unknown"
"get-pip.py","C:\Users\User\Downloads","2025-08-25 1:31:22 PM","Unknown"
"GFGFGFGF.txt","C:\Users\User\Downloads","2025-08-25 12:26:57 AM","Unknown"
"GGGGGGGG.txt","C:\Users\User\Downloads","2025-08-25 12:19:51 AM","Unknown"
"GitHubDesktopSetup-x64.exe","C:\Users\User\Downloads","2025-09-14 3:01:16 PM","Unknown"
"Gmail - FORMAL SUBMISSION TO THE COURT R. v. Francesco Longo - Case #21-845 July 8, 2025.html","C:\Users\User\Downloads","2025-09-26 8:26:39 PM","Unknown"
"Gmail - Subject_ R. v. Longo ? URGENT SERVICE ON AGC ? Form 4F ? Filed OCJ Windsor 23?Sep?2025 15_47 (3_47 pm).pdf","C:\Users\User\Downloads","2025-09-26 2:28:55 AM","Unknown"
"Gmail - Subject_ Urgent CHRC Complaint - Francesco Longo (Case 21-845) - s.15 Charter_CHRA Discrimination Request for Maximum $20,000+ Redress Due to Immigration Stigma and Systemic Bias.pdf","C:\Users\User\Downloads","2025-09-26 2:27:34 AM","Unknown"
"Gmail - Subject_ Urgent HRTO Application - Francesco Longo (Case 21-845) - s.15_OHRA Discrimination Request for Maximum $100,000+ Redress Due to Immigration Stigma and Systemic Bias.pdf","C:\Users\User\Downloads","2025-09-26 2:26:44 AM","Unknown"
"Gmail - Subject_ Urgent Victims Fund Grant Application - Francesco Longo (Case 21-845) - Request for Maximum $10,000+ Recovery Assistance Due to Charter Violations and Systemic Harm.pdf","C:\Users\User\Downloads","2025-09-26 2:27:08 AM","Unknown"
"Gmail - Urgent Update_ Systematic Judicial Corruption Conspiracy (As of September 25, 2025).pdf","C:\Users\User\Downloads","2025-09-26 2:25:44 AM","Unknown"
"GOBLAST.txt","C:\Users\User\Downloads","2025-08-25 12:05:24 AM","Unknown"
"Google Gemini.html","C:\Users\User\Downloads","2025-09-01 9:31:06 AM","Unknown"
"Hi-town-calculator-bot-main.zip","C:\Users\User\Downloads","2025-09-14 3:00:36 PM","Unknown"
"imgurl_https___page.gensparksite.com_jupyter_tooluse_8R85sdjwR7-bj7O8eTy0sQ_output_professional_candlestick_chart.png - Search.html","C:\Users\User\Downloads","2025-09-16 5:15:27 PM","Unknown"
"implementation_guide.txt","C:\Users\User\Downloads","2025-09-27 12:07:02 AM","Unknown"
"install pip cmd.txt","C:\Users\User\Downloads","2025-08-25 1:36:42 PM","Unknown"
"IRREFUTABLE EVIDENCE - NUCLEAR PROOF.xlsx","C:\Users\User\Downloads","2025-09-23 5:01:11 PM","Unknown"
"July 8 court recording rescheduling, crown_memo 2_memo (1).txt","C:\Users\User\Downloads","2025-09-23 6:59:24 PM","Unknown"
"July 8 court recording rescheduling, crown_memo 2_memo (2).txt","C:\Users\User\Downloads","2025-09-26 8:20:33 PM","Unknown"
"July 8 court recording rescheduling, crown_memo 2_memo.txt","C:\Users\User\Downloads","2025-09-23 6:56:37 PM","Unknown"
"July 8 court recording rescheduling, crown_memo_memo.txt","C:\Users\User\Downloads","2025-09-23 6:56:31 PM","Unknown"
"JUNIPER REPORT.txt","C:\Users\User\Downloads","2025-09-15 6:27:06 PM","Unknown"
"just night formula.txt","C:\Users\User\Downloads","2025-09-08 1:30:00 AM","Unknown"
"k333333.txt","C:\Users\User\Downloads","2025-08-31 11:59:34 AM","Unknown"
"kr111111.txt","C:\Users\User\Downloads","2025-08-31 11:57:30 AM","Unknown"
"kr22222.txt","C:\Users\User\Downloads","2025-08-31 11:58:20 AM","Unknown"
"kr444444.txt","C:\Users\User\Downloads","2025-08-31 12:00:21 PM","Unknown"
"kr55555.txt","C:\Users\User\Downloads","2025-08-31 12:01:11 PM","Unknown"
"kr6.txt","C:\Users\User\Downloads","2025-08-31 12:02:07 PM","Unknown"
"KRAKEN_BTCUSD, 1 (1).csv","C:\Users\User\Downloads","2025-08-30 7:49:11 PM","kraken"
"KRAKEN_BTCUSD, 1 (10).csv","C:\Users\User\Downloads","2025-08-31 3:35:08 AM","kraken"
"KRAKEN_BTCUSD, 1 (11).csv","C:\Users\User\Downloads","2025-08-31 3:52:03 AM","kraken"
"KRAKEN_BTCUSD, 1 (12).csv","C:\Users\User\Downloads","2025-08-31 3:52:21 AM","kraken"
"KRAKEN_BTCUSD, 1 (13).csv","C:\Users\User\Downloads","2025-08-31 4:07:06 AM","kraken"
"KRAKEN_BTCUSD, 1 (14).csv","C:\Users\User\Downloads","2025-08-31 9:37:15 AM","kraken"
"KRAKEN_BTCUSD, 1 (15).csv","C:\Users\User\Downloads","2025-08-31 9:55:18 AM","kraken"
"KRAKEN_BTCUSD, 1 (16).csv","C:\Users\User\Downloads","2025-08-31 10:54:07 AM","kraken"
"KRAKEN_BTCUSD, 1 (17).csv","C:\Users\User\Downloads","2025-08-31 11:05:51 AM","kraken"
"KRAKEN_BTCUSD, 1 (18).csv","C:\Users\User\Downloads","2025-08-31 11:24:00 AM","kraken"
"KRAKEN_BTCUSD, 1 (19).csv","C:\Users\User\Downloads","2025-08-31 5:43:41 PM","kraken"
"KRAKEN_BTCUSD, 1 (2).csv","C:\Users\User\Downloads","2025-08-30 7:56:36 PM","kraken"
"KRAKEN_BTCUSD, 1 (20).csv","C:\Users\User\Downloads","2025-08-31 6:26:48 PM","kraken"
"KRAKEN_BTCUSD, 1 (21).csv","C:\Users\User\Downloads","2025-08-31 6:31:38 PM","kraken"
"KRAKEN_BTCUSD, 1 (22).csv","C:\Users\User\Downloads","2025-08-31 6:43:30 PM","kraken"
"KRAKEN_BTCUSD, 1 (3).csv","C:\Users\User\Downloads","2025-08-30 8:17:13 PM","kraken"
"KRAKEN_BTCUSD, 1 (4).csv","C:\Users\User\Downloads","2025-08-30 8:45:42 PM","kraken"
"KRAKEN_BTCUSD, 1 (5).csv","C:\Users\User\Downloads","2025-08-31 12:34:29 AM","kraken"
"KRAKEN_BTCUSD, 1 (6).csv","C:\Users\User\Downloads","2025-08-31 12:46:06 AM","kraken"
"KRAKEN_BTCUSD, 1 (7).csv","C:\Users\User\Downloads","2025-08-31 2:33:29 AM","kraken"
"KRAKEN_BTCUSD, 1 (8).csv","C:\Users\User\Downloads","2025-08-31 3:12:35 AM","kraken"
"KRAKEN_BTCUSD, 1 (9).csv","C:\Users\User\Downloads","2025-08-31 3:25:31 AM","kraken"
"KRAKEN_BTCUSD, 1.csv","C:\Users\User\Downloads","2025-08-30 7:47:57 PM","kraken"
"LEGAL AID EMERGENCY FUNDING Canadian Legal Corruption- Francesco's Constitutional Rights Conspiracy.pdf","C:\Users\User\Downloads","2025-09-22 9:40:47 PM","Unknown"
"LEGAL VIOLATIONS - CAREER ENDING EVIDENCE (1).xlsx","C:\Users\User\Downloads","2025-09-23 5:01:25 PM","Unknown"
"LEGAL VIOLATIONS - CAREER ENDING EVIDENCE.xlsx","C:\Users\User\Downloads","2025-09-23 4:57:41 PM","Unknown"
"Litigation Funding Report_ R. v. Longo - Systematic Prosecutorial Conspiracy.pdf","C:\Users\User\Downloads","2025-09-27 6:37:18 PM","Unknown"
"live_trading_chart_30min.png","C:\Users\User\Downloads","2025-08-25 9:03:41 AM","trading"
"LOCAL AI TRY.py","C:\Users\User\Downloads","2025-09-05 11:53:36 PM","Unknown"
"Longo Construction Materials Invoice for Supreme Homes (1).pdf","C:\Users\User\Downloads","2025-09-24 3:03:56 PM","Unknown"
"Longo Construction Materials Invoice for Supreme Homes.pdf","C:\Users\User\Downloads","2025-09-24 7:52:05 AM","Unknown"
"LONGO URGENT FW_ Subject_ URGENT DISCLOSURE REQUEST & EVIDENCE DEMANDS - R. v. Francesco Longo (Court File 21-845) (1).eml","C:\Users\User\Downloads","2025-09-24 4:21:29 PM","Unknown"
"LONGO URGENT FW_ Subject_ URGENT DISCLOSURE REQUEST & EVIDENCE DEMANDS - R. v. Francesco Longo (Court File 21-845) (1)invite.eml","C:\Users\User\Downloads","2025-09-23 8:12:33 PM","Unknown"
"LONGO URGENT FW_ Subject_ URGENT DISCLOSURE REQUEST & EVIDENCE DEMANDS - R. v. Francesco Longo (Court File 21-845) (1)txt","C:\Users\User\Downloads","2025-09-23 8:23:45 PM","Unknown"
"LONGO URGENT FW_ Subject_ URGENT DISCLOSURE REQUEST & EVIDENCE DEMANDS - R. v. Francesco Longo (Court File 21-845).eml","C:\Users\User\Downloads","2025-09-23 8:05:49 PM","Unknown"
"LONGO VS CORRUPT OFFICIALS - Grok.pdf","C:\Users\User\Downloads","2025-09-24 10:54:22 PM","Unknown"
"LONGO VS CORRUPT OFFICIALS-20250923T025104Z-1-001 - Shortcut.lnk","C:\Users\User\Downloads","2025-09-24 4:13:01 PM","Unknown"
"LONGO VS CORRUPT OFFICIALS-20250923T025104Z-1-001.zip","C:\Users\User\Downloads","2025-09-22 10:51:13 PM","Unknown"
"market_template.pine","C:\Users\User\Downloads","2025-09-15 6:39:40 PM","Unknown"
"mathematical_documentation.txt","C:\Users\User\Downloads","2025-09-26 11:24:56 PM","Unknown"
"MediaCreationTool_22H2.exe","C:\Users\User\Downloads","2025-08-25 7:23:09 PM","Unknown"
"MILAN_QUOTE_MO4326821W.PDF","C:\Users\User\Downloads","2025-09-24 7:26:43 AM","Unknown"
"minute_by_minute_predictions.png","C:\Users\User\Downloads","2025-09-17 11:07:22 PM","Unknown"
"minute_predictions_atr_mirror (1)POSSIBLE CORRECTED.csv","C:\Users\User\Downloads","2025-09-18 12:11:22 PM","Unknown"
"minute_predictions_atr_mirror.csv","C:\Users\User\Downloads","2025-09-18 11:31:53 AM","Unknown"
"mirror_method_candlestick_chart.png","C:\Users\User\Downloads","2025-09-22 8:01:55 PM","Unknown"
"mirror_method_oracle SCRIPT FINAL GENSPARK 2025 09 16.pine","C:\Users\User\Downloads","2025-09-16 7:32:47 AM","Unknown"
"mirror_method_precision_oracle.1 minute and 15 minute explained.txt","C:\Users\User\Downloads","2025-09-14 4:54:36 AM","Unknown"
"mirror_method_precision_oracle.15 minute.txt","C:\Users\User\Downloads","2025-09-13 12:31:59 AM","Unknown"
"mirror_method_precision_oracle.one minute.txt","C:\Users\User\Downloads","2025-09-13 12:30:05 AM","Unknown"
"mirror_method_precision_oracle.pinescript","C:\Users\User\Downloads","2025-08-24 9:08:15 PM","Unknown"
